Known	Ascertainment	GeneID	HGNC	EntrezID	CytoBand	ExACpLI	LOEUFbin	Arisk	ForecASD	ASDdnSignif	ASDNDDdnSignif	SFARICategory	SFARIScore	DDDCategory	DDDAllelic	DDDMutCons	DDDOrgan
x	Denovo	ENSG00000080603	SRCAP	10847	16p11.2	0.999999997075562	0	0.321420503770649	0.764367816091954	x	x	Rare Single Gene Mutation	1	confirmed	monoallelic	dominant negative	Skeleton,Brain/Cognition
.	Denovo	ENSG00000137834	SMAD6	4091	15q22.31	6.96558203122398e-06	9	0.0441648403665538	0.06	.	.	.	.	possible	monoallelic	loss of function	Skeleton
x	Denovo	ENSG00000136535	TBR1	10716	2q24.2	0.993588037464593	0	.	1	x	x	Rare Single Gene Mutation, Genetic Association	1	probable	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000130940	CASZ1	54897	1p36.22	0.999938476327784	0	0.235929786206408	0.244	.	.	Rare Single Gene Mutation	2	.	.	.	.
x	Denovo	ENSG00000177565	TBL1XR1	79718	3q26.32	0.998821952425029	0	0.703829298753361	0.847368421052632	x	x	Rare Single Gene Mutation, Syndromic	2	confirmed	monoallelic	loss of function|activating	Skeleton,Brain/Cognition|Brain/Cognition
x	Denovo	ENSG00000158445	KCNB1	3745	20q13.13	0.982587869780031	0	0.269281182900346	0.618	.	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	all missense/in frame	Brain/Cognition
x	Denovo	ENSG00000075043	KCNQ2	3785	20q13.33	0.99935609863785	0	0.220945346547973	0.884	.	x	Rare Single Gene Mutation, Syndromic, Genetic Association	2	confirmed	monoallelic	loss of function	Musculature,Brain/Cognition
x	Denovo	ENSG00000157933	SKI	6497	1p36.33	0.981402099833324	0	0.266595268148902	0.906	.	x	.	.	confirmed	monoallelic	all missense/in frame	Skeleton,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	Denovo	ENSG00000167522	ANKRD11	29123	16q24.3	0.999999821632236	0	0.697624643999741	0.931428571428571	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Teeth & Dentitian,Skeleton,Brain/Cognition
x	Denovo	ENSG00000119042	SATB2	23314	2q33.1	0.99956300698079	0	0.134428536881253	0.644	.	x	Rare Single Gene Mutation, Syndromic, Genetic Association	3S	confirmed	monoallelic	loss of function	Face,Brain/Cognition|Face,Skeleton,Brain/Cognition
x	Denovo	ENSG00000176884	GRIN1	2902	9q34.3	0.972708946068042	1	0.234463985302648	0.734	.	x	Rare Single Gene Mutation, Functional	2	confirmed	monoallelic	all missense/in frame	Brain/Cognition
.	Denovo	ENSG00000214753	HNRNPUL2	221092	11q12.3	0.999925394683505	0	0.286124713416332	0.222	.	.	.	.	.	.	.	.
x	Denovo	ENSG00000088038	CNOT3	4849	19q13.42	0.999967222421856	0	0.242000173370146	0.888	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	
.	Denovo	ENSG00000169100	SLC25A6	293	Xp22.33	0.0669196984002589	4	.	0.436	.	.	.	.	.	.	.	.
x	Denovo	ENSG00000100207	TCF20	6942	22q13.2	0.999977934276122	0	0.599326613228125	0.429447852760736	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000173575	CHD2	1106	15q26.1	0.999999998845422	0	0.798028699542104	0.962765957446808	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Brain/Cognition
.	Denovo	ENSG00000188191	PRKAR1B	5575	7p22.3	0.0247577995630588	2	0.427270598663079	0.856	.	x	Rare Single Gene Mutation	3	.	.	.	.
x	Denovo	ENSG00000204435	CSNK2B	1460	6p21.33	0.943856699084629	1	.	0.0649350649350649	.	x	.	.	probable	monoallelic	loss of function	
x	Denovo	ENSG00000197170	PSMD12	5718	17q24.2	0.997267742152841	0	0.171811109748111	0.824	.	.	Syndromic	1	possible	monoallelic	loss of function	Kidney Renal Tract,Face,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	Denovo	ENSG00000185630	PBX1	5087	1q23.3	0.910582151189653	0	0.629993490746647	0.932	.	x	Rare Single Gene Mutation	3	probable	monoallelic	loss of function	
x	Denovo	ENSG00000164134	NAA15	80155	4q31.1	0.998576839501621	1	0.586541560977187	0.783068783068783	x	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	loss of function	Heart/Cardiovasculature/Lymphatic
x	Denovo	ENSG00000168036	CTNNB1	1499	3p22.1	0.999812749503708	0	0.506798084527859	0.864	.	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000196092	PAX5	5079	9p13.2	0.984243988730267	0	0.661498178636717	0.666	.	.	Rare Single Gene Mutation	2	.	.	.	.
.	Denovo	ENSG00000070087	PFN2	5217	3q25.1	0.638693741946579	4	0.445742547940376	0.128	.	.	.	.	.	.	.	.
x	Denovo	ENSG00000108510	MED13	9969	17q23.2	0.999999999944093	0	0.788748347262237	0.922651933701657	.	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000119669	IRF2BPL	64207	14q24.3	0.968935346112199	1	0.820861444851328	0.911602209944751	.	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000196628	TCF4	6925	18q21.2	0.999866544499818	0	0.690403943056107	0.892	x	x	Rare Single Gene Mutation, Syndromic, Genetic Association	1	confirmed	monoallelic	loss of function	Face,Brain/Cognition
x	Denovo	ENSG00000119866	BCL11A	53335	2p16.1	0.828999684744843	1	0.795571624855149	0.989637305699482	.	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000138668	HNRNPD	3184	4q21.22	0.957344185404364	0	0.576212997870617	0.68	.	x	.	.	probable	monoallelic	loss of function	
x	Denovo	ENSG00000176165	FOXG1	2290	14q12	.	1	0.0562657465784145	0.866	.	x	Rare Single Gene Mutation, Syndromic, Genetic Association	1	confirmed	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000100393	EP300	2033	22q13.2	0.999999999999484	0	0.634953077536196	0.808	.	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Face,Skeleton,Brain/Cognition
x	Denovo	ENSG00000186487	MYT1L	23040	2p25.3	0.999963989377009	0	0.872944148856873	0.971098265895954	x	x	Rare Single Gene Mutation, Syndromic, Genetic Association	1	confirmed	monoallelic	loss of function	
x	Denovo	ENSG00000197283	SYNGAP1	8831	6p21.32	0.999998449747972	0	.	0.955056179775281	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000132535	DLG4	1742	17p13.1	0.996592666400884	0	0.649900361130272	0.364	.	x	Rare Single Gene Mutation, Syndromic, Functional	1	probable	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000036257	CUL3	8452	2q36.2	0.974063405438851	0	0.625008329987065	0.977272727272727	x	x	Rare Single Gene Mutation, Genetic Association	1	probable	monoallelic	loss of function	
x	Denovo	ENSG00000135365	PHF21A	51317	11p11.2	0.999675486100741	0	0.493321801101548	0.9	x	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000132510	KDM6B	23135	17p13.1	0.999994424921105	0	0.35995656224635	1	x	x	Rare Single Gene Mutation, Syndromic	1	possible|probable	biallelic|monoallelic	all missense/in frame|loss of function	Brain/Cognition|
x	Denovo	ENSG00000095787	WAC	51322	10p12.1	0.999891942627968	0	0.803795230868057	0.872340425531915	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Brain/Cognition|
x	Denovo	ENSG00000022355	GABRA1	2554	5q34	0.963866034985763	1	0.464356466649925	0.744	.	x	.	.	probable	monoallelic	loss of function|all missense/in frame	Brain/Cognition
x	Denovo	ENSG00000108001	EBF3	253738	10q26.3	0.998590013761644	0	0.675238952217221	0.076	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Face,Brain/Cognition
x	Denovo	ENSG00000123066	MED13L	23389	12q24.21	0.999999998677147	0	0.756076507309161	0.797752808988764	x	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	loss of function	Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	Denovo	ENSG00000136531	SCN2A	6326	2q24.3	0.999999992314383	0	0.86939821400544	1	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function|all missense/in frame	Brain/Cognition
x	Denovo	ENSG00000102974	CTCF	10664	16q22.1	0.997924957852537	0	0.480351031480276	0.942	x	x	Rare Single Gene Mutation, Syndromic, Functional	1	confirmed	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000198963	RORB	6096	9q21.13	0.998551700707594	0	0.123355950816988	0.818	x	x	.	.	.	.	.	.
x	Denovo	ENSG00000273079	GRIN2B	2904	12p13.1	0.999994895762786	0	0.240091248836784	1	x	x	Rare Single Gene Mutation, Syndromic, Genetic Association	1	confirmed	monoallelic	loss of function|all missense/in frame	Brain/Cognition
.	TDT	ENSG00000147255	IGSF1	3547	Xq26.2	0.996859546493677	0	0.05970157201004	0.064	.	.	.	.	confirmed	hemizygous	loss of function	Endocrine/Metabolic,Genitalia
x	Denovo	ENSG00000169057	MECP2	4204	Xq28	0.698089047724915	1	0.625478812867494	0.659685863874346	x	x	Rare Single Gene Mutation, Syndromic, Functional	1	confirmed	x-linked dominant|hemizygous	loss of function|increased gene dosage	Brain/Cognition,GI tract
x	Denovo	ENSG00000124313	IQSEC2	23096	Xp11.22	0.975390479204391	0	0.390339739334229	0.334	.	x	Rare Single Gene Mutation, Syndromic, Functional	1	confirmed	hemizygous	all missense/in frame	Brain/Cognition
x	Denovo	ENSG00000125351	UPF3B	65109	Xq24	0.933766901129754	1	0.686914089196777	0.717821782178218	.	.	Rare Single Gene Mutation, Syndromic	1	confirmed	hemizygous	loss of function	Skeleton,Brain/Cognition
x	Denovo	ENSG00000165194	PCDH19	57526	Xq22.1	0.977158512715513	0	0.710599994729375	0.406	.	x	Rare Single Gene Mutation, Syndromic, Functional	1	confirmed	x-linked over-dominance	loss of function	Brain/Cognition
x	Denovo	ENSG00000165694	FRMD7	90167	Xq26.2	0.910660048623758	1	.	0.004	.	.	.	.	possible	hemizygous	loss of function	Brain/Cognition
x	Denovo	ENSG00000147050	KDM6A	7403	Xp11.3	0.999987120523081	0	0.345722671527761	0.523076923076923	.	x	Rare Single Gene Mutation, Syndromic	2	confirmed	x-linked dominant	loss of function	Kidney Renal Tract,Face,Skeleton,Brain/Cognition
x	Denovo	ENSG00000073464	CLCN4	1183	Xp22.2	0.988787920457612	0	0.592361308715602	0.454	x	x	.	.	probable	hemizygous	all missense/in frame	Brain/Cognition
x	Denovo	ENSG00000005302	MSL3	10943	Xp22.2	0.945646874379395	0	0.24678576777518	0.35	.	x	.	.	confirmed	x-linked dominant	loss of function	Brain/Cognition
x	Denovo	ENSG00000131089	ARHGEF9	23229	Xq11.1-q11.2	0.983065394323285	0	0.560562455777677	0.25	x	x	Rare Single Gene Mutation, Syndromic	1	probable	x-linked dominant	loss of function	
x	Denovo	ENSG00000147044	CASK	8573	Xp11.4	0.999885704504806	0	0.858481731163711	0.516	.	x	Rare Single Gene Mutation, Syndromic	1	confirmed	x-linked dominant|hemizygous	loss of function|uncertain|all missense/in frame	Face,Brain/Cognition,GI tract
x	Denovo	ENSG00000215301	DDX3X	1654	Xp11.4	0.99893006535012	0	0.754426610277682	0.938888888888889	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	x-linked dominant|hemizygous	loss of function|all missense/in frame	Brain/Cognition|Liver,Brain/Cognition
