Strict	SPARK	Signif	GeneID	HGNC	CytoBand	ExACpLI	gnomADpLI	LoFOvsE	LOEUF	LOEUFbin	SynOvsE	sHet	Frisk	FriskRank	forecASD	SFARICategory	SFARIScore	SFARIScore201908	DDDCategory	DDDAllelic	DDDMutCons	DDDOrgan
x	.	.	ENSG00000101752	MIB1	18q11.2	1.0007e-44	3.3574e-88	1.8273e+00	1.9730e+00	9	1.0380e+00	.	0.607113209306103	956	0.85	Rare Single Gene Mutation	3	4	probable	monoallelic	loss of function	
x	.	.	ENSG00000170027	YWHAG	7q11.23	9.3761e-01	9.6400e-01	0.0000e+00	2.8900e-01	1	1.2553e+00	0.317627176942074	0.599465567137309	994	0.530526315789474	.	.	.	probable	monoallelic	activating	Brain/Cognition
x	x	.	ENSG00000102081	FMR1	Xq27.3	1.2720e-01	6.4718e-01	1.9826e-01	4.1700e-01	1	8.0489e-01	.	0.46547223207599	1968	0.72	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	1	.	both RD and IF|confirmed	hemizygous|x-linked dominant	activating|loss of function|uncertain	Brain/Cognition
x	.	.	ENSG00000070831	CDC42	1p36.12	6.5657e-01	7.8728e-01	1.0554e-01	5.0100e-01	2	1.1220e+00	0.0754743345480498	0.784739257059076	207	0.072	.	.	.	confirmed	monoallelic	all missense/in frame	Bone Marrow/Immune,Brain/Cognition
x	.	.	ENSG00000125944	HNRNPR	1p36.12	9.9908e-01	9.9935e-01	6.6666e-02	2.1000e-01	0	8.9462e-01	0.288858925904563	0.607571682991237	955	0.598	.	.	.	confirmed	monoallelic	loss of function	Brain/Cognition
x	x	.	ENSG00000099949	LZTR1	22q11.21	3.3832e-52	1.0211e-92	2.2804e+00	1.9940e+00	9	1.0748e+00	.	0.209081093395808	7137	0.1	Rare Single Gene Mutation, Syndromic	1	3	probable	biallelic,monoallelic	uncertain	Brain/Cognition,Heart/Cardiovasculature/Lymphatic
.	.	.	ENSG00000102359	SRPX2	Xq22.1	9.6253e-01	4.8120e-02	2.8646e-01	5.3800e-01	2	8.2308e-01	0.098833662226603	0.0536268998546402	17378	0.054	.	.	.	possible	hemizygous	uncertain	Brain/Cognition
x	.	.	ENSG00000078369	GNB1	1p36.33	9.9519e-01	9.9920e-01	0.0000e+00	1.4500e-01	0	9.5600e-01	0.253558404491132	0.466828038238602	1958	0.462	.	.	.	confirmed	monoallelic	activating	Brain/Cognition
x	.	.	ENSG00000182568	SATB1	3p24.3	8.5661e-01	9.9051e-01	1.4839e-01	2.9300e-01	1	1.1032e+00	0.032910584049715	0.592618763780347	1033	0.742	.	.	.	probable	monoallelic	loss of function	
x	.	.	ENSG00000156471	PTDSS1	8q22.1	8.5775e-01	1.5093e-01	2.4839e-01	4.4800e-01	2	9.3952e-01	0.0536759146050947	0.189151750770798	7924	0.356	.	.	.	confirmed	monoallelic	activating	Face,Skeleton,Brain/Cognition
x	.	.	ENSG00000162923	WDR26	1q42.11-q42.12	9.9968e-01	1.0000e+00	0.0000e+00	8.5000e-02	0	8.4984e-01	0.363894607692171	0.456635194700432	2058	0.766	.	.	.	confirmed	monoallelic	loss of function	Face,Brain/Cognition
x	.	.	ENSG00000178691	SUZ12	17q11.2	9.9927e-01	9.9998e-01	2.8213e-02	1.3400e-01	0	8.7147e-01	0.366382074016619	0.665644992751306	681	0.818	.	.	.	confirmed	monoallelic	loss of function	Skeleton,Brain/Cognition
x	.	.	ENSG00000130821	SLC6A8	Xq28	9.9189e-01	9.9778e-01	4.4865e-02	2.1300e-01	0	1.1387e+00	0.272903896982583	0.273345273374411	5015	0.29	Rare Single Gene Mutation, Syndromic	3	4	confirmed	hemizygous	loss of function	Face,Skeleton,Brain/Cognition
x	.	.	ENSG00000080503	SMARCA2	9p24.3	1.0000e+00	1.0000e+00	1.2277e-01	2.0300e-01	0	1.2923e+00	0.110993516464421	0.254121043787017	5612	0.566	.	.	.	confirmed	monoallelic	all missense/in frame	Skin,Skeleton,Brain/Cognition
x	.	.	ENSG00000138814	PPP3CA	4q24	9.9815e-01	9.9988e-01	3.3252e-02	1.5800e-01	0	9.8950e-01	0.0976838458580591	0.833736389523854	76	0.454	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000132964	CDK8	13q12.13	9.4665e-01	4.0964e-01	2.2265e-01	4.1800e-01	1	9.1902e-01	0.0613070867909878	0.193510625898886	7742	0.402	Syndromic	S		confirmed	monoallelic	all missense/in frame	Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000073584	SMARCE1	17q21.2	9.9819e-01	9.9915e-01	4.0213e-02	1.9100e-01	0	9.6156e-01	0.268954581169755	0.417266383704087	2469	0.946	.	.	.	probable	monoallelic	all missense/in frame	Skeleton,Brain/Cognition
.	.	.	ENSG00000180900	SCRIB	8q24.3	9.1327e-01	9.2926e-01	1.9952e-01	3.1200e-01	1	1.3558e+00	0.0368353320596772	0.216515517416259	6884	0.11	.	.	.	possible	monoallelic	loss of function	Brain/Cognition,Eye
x	.	.	ENSG00000087460	GNAS	20q13.32	9.9954e-01	6.8076e-01	2.0592e-01	3.7200e-01	1	1.0135e+00	0.0256461856837243	0.470766838093879	1927	0.514	Rare Single Gene Mutation	3	4	confirmed	imprinted|mosaic|monoallelic	loss of function|activating	Skeleton,Endocrine/Metabolic,Brain/Cognition
x	.	.	ENSG00000198216	CACNA1E	1q25.3	1.0000e+00	1.0000e+00	6.8996e-02	1.2400e-01	0	1.0119e+00	0.687495742246317	0.76084371990085	292	0.656	Rare Single Gene Mutation	2	3	probable|confirmed	monoallelic	gain of function|activating	Brain/Cognition
x	.	.	ENSG00000169933	FRMPD4	Xp22.2	9.9719e-01	1.0000e+00	0.0000e+00	8.3000e-02	0	1.1343e+00	0.124852810536691	0.245974174803959	5868	0.08	.	.	.	probable	hemizygous	loss of function	Brain/Cognition
.	.	.	ENSG00000129675	ARHGEF6	Xq26.3	9.9821e-01	9.9998e-01	2.8593e-02	1.3600e-01	0	8.9832e-01	0.121410953596371	0.147550122601537	9667	0.01	.	.	.	possible	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000056661	PCGF2	17q12	5.5383e-01	8.6397e-01	1.3060e-01	4.1100e-01	1	1.0474e+00	0.0988203752656893	0.737603651236303	368	0.15	.	.	.	probable|confirmed	monoallelic	activating|all missense/in frame	Brain/Cognition|Skeleton,Brain/Cognition
x	.	.	ENSG00000161203	AP2M1	3q27.1	9.9389e-01	9.9919e-01	4.0028e-02	1.9000e-01	0	8.3180e-01	0.145628831725411	0.410050331852962	2535	0.278	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition
x	x	.	ENSG00000175115	PACS1	11q13.1-q13.2	9.9991e-01	9.9999e-01	8.0976e-02	1.8500e-01	0	8.7484e-01	0.237662339030613	0.491128318293278	1722	0.422	Rare Single Gene Mutation, Syndromic	1	.	probable	monoallelic	activating	Brain/Cognition
x	.	.	ENSG00000196367	TRRAP	7q22.1	1.0000e+00	1.0000e+00	3.0535e-02	6.0000e-02	0	1.1017e+00	0.470190287082673	0.265096045243039	5261	0.752	Rare Single Gene Mutation, Syndromic	3S	4S	probable	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000196998	WDR45	Xp11.23	9.6571e-01	9.9145e-01	0.0000e+00	2.1000e-01	0	7.1929e-01	0.20143156113159	0.351138470789428	3313	0.084	.	.	.	confirmed	x-linked dominant	loss of function	Brain/Cognition
.	.	.	ENSG00000088367	EPB41L1	20q11.23	6.4539e-01	8.7683e-01	1.9014e-01	3.4300e-01	1	8.5025e-01	0.021443918265485	0.888614962739913	7	0.442	.	.	.	possible	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000160710	ADAR	1q21.3	9.0760e-01	2.6282e-02	2.6415e-01	4.2000e-01	1	1.1285e+00	0.0397214648646383	0.441827037247553	2197	0.586	.	.	.	confirmed	monoallelic|biallelic	loss of function|all missense/in frame	Brain/Cognition|Liver,Brain/Cognition
x	.	.	ENSG00000124486	USP9X	Xp11.4	1.0000e+00	1.0000e+00	1.0698e-02	5.1000e-02	0	9.7110e-01	0.620360495325089	0.738564476350478	362	0.432	.	.	.	probable|confirmed	x-linked dominant|hemizygous	loss of function	Skeleton,GI tract,Brain/Cognition,Heart/Cardiovasculature/Lymphatic|Brain/Cognition
x	.	.	ENSG00000144218	AFF3	2q11.2	9.9891e-01	9.9996e-01	1.1790e-01	2.2100e-01	0	9.8373e-01	0.0614432402860423	0.527174600251975	1455	0.516	.	.	.	probable	monoallelic	all missense/in frame	Skeleton,Brain/Cognition
x	.	.	ENSG00000109670	FBXW7	4q31.3	9.9998e-01	9.9949e-01	1.0134e-01	2.3200e-01	0	1.0037e+00	0.428597543215909	0.463725606623112	1997	0.438	.	.	.	probable	monoallelic	all missense/in frame	
x	.	.	ENSG00000105613	MAST1	19p13.2	1.0000e+00	1.0000e+00	7.5424e-02	1.5900e-01	0	8.2159e-01	0.132926918441918	0.383323135877739	2833	0.398	.	.	.	probable	monoallelic	all missense/in frame	
x	.	.	ENSG00000112246	SIM1	6q16.3	9.9694e-01	9.9828e-01	1.1050e-01	2.5300e-01	0	1.0285e+00	0.128412879823412	0.117492620666239	11269	0.094	.	.	.	confirmed	monoallelic	loss of function	Endocrine/Metabolic,Brain/Cognition
x	.	.	ENSG00000113163	COL4A3BP	5q13.3	9.7947e-01	6.6702e-01	2.0885e-01	3.6400e-01	1	1.1876e+00	0.066411080980994	0.69829746844738	546	0.146	.	.	.	confirmed	monoallelic	activating	Brain/Cognition
x	.	.	ENSG00000107147	KCNT1	9q34.3	5.3487e-03	2.7613e-05	3.2431e-01	4.7100e-01	2	1.2494e+00	0.0265513100657561	0.163276293213649	9006	0.076	.	.	5	confirmed	monoallelic	activating|all missense/in frame	Brain/Cognition
x	x	.	ENSG00000181722	ZBTB20	3q13.31	9.8256e-01	9.7382e-01	1.2271e-01	3.1700e-01	1	9.0433e-01	0.252242875081426	0.718708556987291	453	0.306	Rare Single Gene Mutation, Syndromic	1	3S	confirmed	monoallelic	dominant negative	Brain/Cognition
x	.	.	ENSG00000149269	PAK1	11q13.5-q14.1	6.7097e-01	1.3306e-03	3.4002e-01	5.6300e-01	2	9.7090e-01	0.0307159036137339	0.266805213127232	5197	0.252	.	.	.	probable	monoallelic	activating	Brain/Cognition
x	.	.	ENSG00000100883	SRP54	14q13.2	9.9669e-01	9.9895e-01	6.9654e-02	2.1900e-01	0	9.8832e-01	0.149373351623331	0.373454617410562	2964	0.01	.	.	.	probable	monoallelic	uncertain	Bone Marrow/Immune,Multisystem,GI tract,Brain/Cognition
.	x	.	ENSG00000170921	TANC2	17q23.2-q23.3	1.0000e+00	1.0000e+00	8.7423e-02	1.5800e-01	0	9.4654e-01	0.186324541322534	0.714746112114809	472	0.932	Rare Single Gene Mutation	1	3	.	.	.	.
x	.	.	ENSG00000077782	FGFR1	8p11.23	9.8874e-01	9.9984e-01	9.4037e-02	2.1500e-01	0	1.1227e+00	0.22342895993095	0.548859121194768	1304	0.338	.	.	.	confirmed	monoallelic|mosaic	activating|loss of function|dominant negative	Face,Skeleton,Endocrine/Metabolic|Skin,Skeleton,Brain/Cognition|
x	x	.	ENSG00000169032	MAP2K1	15q22.31	9.9450e-01	8.9669e-01	1.4594e-01	3.7700e-01	1	1.0895e+00	0.230666835954517	0.256886567927162	5519	0.5	.	.	.	confirmed	monoallelic	activating	Skin,Skeleton,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000167978	SRRM2	16p13.3	.	1.0000e+00	6.2848e-02	1.1800e-01	0	1.6748e+00	.	0.69129931902501	578	0.16	.	.	.	probable	monoallelic	loss of function	
x	.	.	ENSG00000189221	MAOA	Xp11.3	9.9322e-01	9.9928e-01	0.0000e+00	1.4300e-01	0	8.2640e-01	0.291837645776175	0.117513471494706	11267	0.154	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	3	4	probable	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000125107	CNOT1	16q21	1.0000e+00	1.0000e+00	7.9978e-03	3.8000e-02	0	1.0306e+00	0.330129876609076	0.208712992713461	7156	0.378	.	.	.	probable	monoallelic	all missense/in frame	Endocrine,Brain/Cognition
x	.	.	ENSG00000174243	DDX23	12q13.12	9.9956e-01	5.4199e-01	2.1781e-01	3.6100e-01	1	9.1239e-01	0.105756505910656	0.314689004828404	4011	0.354	.	.	.	probable	monoallelic	all missense/in frame	
x	.	.	ENSG00000101210	EEF1A2	20q13.33	9.6413e-01	9.9558e-01	0.0000e+00	1.8600e-01	0	9.1087e-01	0.204239255036978	0.5419246464545	1348	0.306	.	.	.	probable	monoallelic	activating	Brain/Cognition
x	.	.	ENSG00000008853	RHOBTB2	8p21.3	5.0843e-01	1.3306e-02	2.9299e-01	4.9700e-01	2	9.6551e-01	0.0378288644232296	0.408900784026437	2552	0.116	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition
.	.	.	ENSG00000133422	MORC2	22q12.2	9.9997e-01	9.9999e-01	1.0379e-01	2.0500e-01	0	9.1797e-01	0.128257287640895	0.322409348874948	3851	0.422	.	.	.	possible	monoallelic	all missense/in frame	
x	.	.	ENSG00000138834	MAPK8IP3	16p13.3	1.0000e+00	1.0000e+00	7.1508e-02	1.5000e-01	0	1.1638e+00	0.508441907693873	0.270643578983761	5087	0.48	.	.	.	probable	monoallelic	loss of function	Brain/Cognition
.	.	.	ENSG00000120903	CHRNA2	8p21.2	1.7665e-03	6.4532e-10	8.2912e-01	1.2590e+00	7	1.0577e+00	0.0106866873121602	0.101730421140483	12419	0.174	.	.	.	child IF	monoallelic	all missense/in frame	Brain/Cognition
.	.	.	ENSG00000001631	KRIT1	7q21.2	9.4238e-02	6.9333e-04	3.1939e-01	4.9900e-01	2	1.0277e+00	0.0400498985476563	0.388992728171229	2768	0.00879120879120879	.	.	.	both RD and IF	monoallelic	loss of function	Skin,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000004487	KDM1A	1p36.12	9.9103e-01	9.9667e-01	1.4688e-01	2.7600e-01	1	8.4510e-01	0.061368670999165	0.535627498825717	1396	0.566	.	.	.	probable	monoallelic	uncertain	Face,Brain/Cognition
.	.	.	ENSG00000108231	LGI1	10q23.33	9.9718e-01	9.9914e-01	4.0264e-02	1.9100e-01	0	9.1621e-01	0.27076757797998	0.361231435335796	3142	0.51	.	.	.	possible	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000112137	PHACTR1	6p24.1	6.6412e-01	6.3537e-01	0.0000e+00	9.1700e-01	5	9.1696e-01	0.178997397303248	0.153300401979554	9441	0.196	.	.	.	probable	monoallelic	dominant negative	Brain/Cognition
.	x	.	ENSG00000204120	GIGYF2	2q37.1	1.0000e+00	1.0000e+00	2.9970e-02	7.7000e-02	0	9.0759e-01	0.433840730901798	0.702251127448834	526	0.905	Rare Single Gene Mutation	1	2	.	.	.	.
x	.	.	ENSG00000157542	KCNJ6	21q22.13	8.1245e-01	5.4063e-01	1.9714e-01	5.1000e-01	2	8.5837e-01	0.0974374714292807	0.341676606400395	3486	0.592	.	.	.	probable	monoallelic	all missense/in frame	Skin,Brain/Cognition
x	.	.	ENSG00000169554	ZEB2	2q22.3	9.9983e-01	1.0000e+00	2.2589e-02	1.0700e-01	0	1.0184e+00	0.216430654437058	0.32940177027879	3721	0.33	.	.	.	confirmed	monoallelic	loss of function	Face,Brain/Cognition,GI tract
.	.	.	ENSG00000146469	VIP	6q25.2	5.8289e-03	4.1995e-04	7.2103e-01	1.4120e+00	7	1.0467e+00	0.00517205012385387	0.108474561750037	11961	0.122	.	.	5	possible	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000125356	NDUFA1	Xq24	5.8072e-01	5.5315e-01	0.0000e+00	1.1780e+00	6	9.2006e-01	0.146459204341352	0.524200163377178	1474	0.04	.	.	.	confirmed	hemizygous	loss of function	Endocrine/Metabolic,Brain/Cognition
x	.	.	ENSG00000129159	KCNC1	11p15.1	7.0997e-01	9.8957e-01	5.5148e-02	2.6200e-01	0	8.7868e-01	0.0919116003469129	0.341683188988022	3485	0.608	Rare Single Gene Mutation	3	4	confirmed	monoallelic	activating	Brain/Cognition
x	.	.	ENSG00000184058	TBX1	22q11.21	9.8340e-01	8.3661e-01	1.3570e-01	4.2700e-01	2	1.4636e+00	0.231092728199293	0.096641120910139	12779	0.098	.	.	4	confirmed	monoallelic	loss of function	Bone Marrow/Immune,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000156983	BRPF1	3p25.3	9.9963e-01	1.0000e+00	7.6842e-02	1.7600e-01	0	1.0532e+00	0.115955199161223	0.172269663464148	8606	0.57	.	.	.	confirmed	monoallelic	loss of function	Face,Brain/Cognition
.	.	.	ENSG00000080572	PIH1D3	Xq22.3	8.1444e-01	8.5529e-01	0.0000e+00	4.7200e-01	2	1.2173e+00	0.21785086596908	0.0727593208672673	14339	0.002	.	.	.	child IF	hemizygous	loss of function	
x	.	.	ENSG00000086758	HUWE1	Xp11.22	1.0000e+00	1.0000e+00	2.6088e-02	6.0000e-02	0	9.6558e-01	0.218058962563594	0.664026317976171	690	0.488	.	.	.	confirmed	hemizygous	all missense/in frame	Skeleton,Brain/Cognition
x	.	.	ENSG00000160007	ARHGAP35	19q13.32	9.9999e-01	1.0000e+00	0.0000e+00	5.7000e-02	0	9.8941e-01	0.460720300523203	0.711322573800843	484	0.4	.	.	.	probable	monoallelic	loss of function	
x	.	.	ENSG00000112312	GMNN	6p22.3	6.0745e-01	1.1490e-01	3.1932e-01	8.2500e-01	4	8.5011e-01	0.0203219455507548	0.100923303994607	12478	0.068	.	.	.	probable	monoallelic	activating	Skeleton,Brain/Cognition,Ear
x	.	.	ENSG00000125676	THOC2	Xq25	1.0000e+00	1.0000e+00	1.6971e-02	8.1000e-02	0	9.8128e-01	0.48987509958611	0.505411989362917	1596	0.466	.	.	.	probable	hemizygous	all missense/in frame	
x	.	.	ENSG00000112837	TBX18	6q14.3	9.9747e-01	9.9905e-01	4.0708e-02	1.9300e-01	0	8.5462e-01	0.265698578656497	0.074970881000286	14180	0.21	.	.	.	probable	monoallelic	loss of function	
.	.	.	ENSG00000126953	TIMM8A	Xq22.1	6.0588e-01	6.5195e-01	0.0000e+00	8.7200e-01	4	1.2189e+00	0.164829581704406	0.0859632224978165	13601	0.032	.	.	.	both RD and IF	hemizygous	loss of function	Musculature,Brain/Cognition,Ear
x	.	.	ENSG00000203879	GDI1	Xq28	9.8788e-01	9.9471e-01	0.0000e+00	1.9200e-01	0	1.2450e+00	0.222141112134841	0.561485798252715	1229	0.768	.	.	.	confirmed	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000220205	VAMP2	17p13.1	8.3712e-01	8.8736e-01	0.0000e+00	4.2200e-01	2	1.3042e+00	0.235609672254321	0.730270248978338	398	0.464	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition
.	.	.	ENSG00000162687	KCNT2	1q31.3	6.6680e-01	4.1658e-02	2.4954e-01	3.7400e-01	1	1.0980e+00	0.0641905606640794	0.345055452881076	3418	0.596	.	.	.	possible	monoallelic	activating	
x	.	.	ENSG00000242013	USP27X	Xp11.23	5.9278e-01	9.2373e-01	0.0000e+00	3.6300e-01	1	6.9126e-01	.	0.316218028940374	3985	.	.	.	.	probable	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000101266	CSNK2A1	20p13	9.9965e-01	9.8711e-01	1.2992e-01	2.9700e-01	1	9.5083e-01	0.213895646111989	0.451477854389832	2116	0.284	.	.	.	confirmed	monoallelic	activating	
x	.	.	ENSG00000138081	FBXO11	2p16.3	9.9998e-01	1.0000e+00	2.0460e-02	9.7000e-02	0	1.2538e+00	0.261167095001257	0.628147204523113	851	0.93	Rare Single Gene Mutation, Syndromic	3S	4S	confirmed	monoallelic	loss of function	Brain/Cognition
x	x	.	ENSG00000010818	HIVEP2	6q24.2	1.0000e+00	1.0000e+00	2.5372e-02	8.0000e-02	0	1.0526e+00	0.351109549078727	0.120544219509797	11099	0.552	.	.	.	confirmed	monoallelic	loss of function	Brain/Cognition
.	.	.	ENSG00000197238	HIST1H4J	6p22.1	4.2375e-01	3.8683e-01	0.0000e+00	1.7370e+00	8	3.0867e+00	.	0.302786808647194	4251	0.058	.	.	.	possible	monoallelic	all missense/in frame	
x	.	.	ENSG00000135960	EDAR	2q13	8.3057e-05	1.3242e-06	5.7003e-01	9.0600e-01	4	1.0273e+00	0.00862615620785448	.	.	0.012	.	.	.	confirmed	biallelic|monoallelic	loss of function|dominant negative	
x	x	.	ENSG00000050030	NEXMIF	Xq13.3	9.5054e-01	9.9968e-01	6.2743e-02	1.9800e-01	0	1.0342e+00	0.188089523982357	0.832154248675364	80	0.594	Rare Single Gene Mutation, Syndromic	1	3	probable	hemizygous|x-linked dominant	uncertain|loss of function	Brain/Cognition|Skeleton,Brain/Cognition
x	.	.	ENSG00000143970	ASXL2	2p23.3	9.9274e-01	1.0000e+00	5.6442e-02	1.4600e-01	0	1.1058e+00	0.0824734316688973	0.187684497935325	7989	0.52	.	.	.	probable	monoallelic	loss of function	Face,Brain/Cognition
x	.	.	ENSG00000205899	BHLHA9	17p13.3	.	2.9590e-01	0.0000e+00	1.8850e+00	9	1.5524e+00	.	.	.	0.002	.	.	.	confirmed	biallelic|monoallelic	dominant negative|increased gene dosage	Skeleton|
x	.	.	ENSG00000147862	NFIB	9p23-p22.3	9.9081e-01	9.9861e-01	7.1560e-02	2.2500e-01	0	1.1786e+00	0.173462981955467	0.773282147942419	245	0.912	Rare Single Gene Mutation, Syndromic	3S	4S	probable	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000181163	NPM1	5q35.1	9.5904e-01	9.9816e-01	0.0000e+00	1.6200e-01	0	1.3301e+00	0.109323136055415	0.518931110290392	1503	0.002	.	.	.	probable	monoallelic	all missense/in frame	Bone Marrow/Immune,Skeleton,Brain/Cognition
x	.	.	ENSG00000066117	SMARCD1	12q13.12	9.9953e-01	9.9947e-01	6.5514e-02	2.0600e-01	0	8.8481e-01	0.211829930214592	0.287656750117922	4617	0.5	.	.	.	probable	monoallelic	uncertain	Brain/Cognition
x	.	.	ENSG00000153989	NUS1	6q22.1	8.6994e-01	9.8117e-01	0.0000e+00	2.4700e-01	0	1.0214e+00	0.27215335404836	0.330464305292951	3700	0.114	.	.	.	probable	monoallelic	loss of function	Brain/Cognition
.	.	.	ENSG00000102225	CDK16	Xp11.3	9.9570e-01	9.9480e-01	8.1906e-02	2.5800e-01	0	8.3270e-01	0.300774817240197	0.284228868150986	4704	0.118	.	.	.	possible	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000069667	RORA	15q22.2	9.5320e-01	4.0096e-01	2.2376e-01	4.0400e-01	1	9.6438e-01	0.0289667666943832	0.365856490994177	3069	0.64	.	.	.	probable	monoallelic	loss of function	Brain/Cognition
.	x	.	ENSG00000254585	MAGEL2	15q11.2	9.2241e-01	9.7506e-01	9.9150e-02	3.1200e-01	1	1.1742e+00	0.127055701742203	0.424012147550309	2396	.	Rare Single Gene Mutation, Syndromic	1	2S	confirmed|probable	imprinted	loss of function	Brain/Cognition|
x	.	.	ENSG00000108883	EFTUD2	17q21.31	9.9999e-01	1.0000e+00	1.9846e-02	9.4000e-02	0	9.5350e-01	0.24503692351019	0.223896562887678	6627	0.258	.	.	.	confirmed	monoallelic	loss of function	Face,Brain/Cognition,Genitalia
x	.	.	ENSG00000159692	CTBP1	4p16.3	9.7976e-01	9.8442e-01	5.8665e-02	2.7800e-01	1	9.9808e-01	0.208823721375287	0.368880978540744	3028	0.556	.	.	.	probable	monoallelic	loss of function	
.	.	.	ENSG00000049130	KITLG	12q21.32	5.0853e-01	8.5024e-01	1.3321e-01	4.1900e-01	1	9.8048e-01	0.01206113696866	0.254024028651939	5616	0.078	.	.	.	possible	monoallelic	dominant negative	
.	.	.	ENSG00000182220	ATP6AP2	Xp11.4	7.8505e-01	8.7089e-01	9.0328e-02	4.2900e-01	2	8.7504e-01	0.0768606526203606	0.543047913135629	1344	0.024	.	.	.	possible	hemizygous	uncertain	Brain/Cognition
x	.	.	ENSG00000064309	CDON	11q24.2	3.0491e-12	2.0608e-15	5.8252e-01	7.7900e-01	4	1.0308e+00	0.00853441945349827	0.197499311551814	7586	0.240780911062907	.	.	.	confirmed	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000072501	SMC1A	Xp11.22	9.9999e-01	1.0000e+00	0.0000e+00	6.2000e-02	0	9.8173e-01	0.434972792132159	0.34636412579843	3394	0.222	.	.	S	confirmed	x-linked dominant	all missense/in frame|loss of function	Skeleton,Brain/Cognition,GI tract,Genitalia|Brain/Cognition
.	.	.	ENSG00000029993	HMGB3	Xq28	7.7046e-01	7.9758e-01	0.0000e+00	5.6600e-01	2	1.4571e+00	0.224002350697864	0.595647246574429	1012	0.014	.	.	.	possible	hemizygous	loss of function	
x	.	.	ENSG00000125618	PAX8	2q14.1	9.0212e-01	9.9869e-01	4.2191e-02	2.0000e-01	0	1.0975e+00	0.126913813156047	0.0763029761942173	14097	0.06	.	.	.	confirmed	monoallelic	loss of function	Endocrine/Metabolic,Brain/Cognition
x	x	.	ENSG00000126945	HNRNPH2	Xq22.1	8.6828e-01	9.5448e-01	0.0000e+00	3.0900e-01	1	9.4821e-01	0.188621913412754	0.644605008402882	768	0.31	Rare Single Gene Mutation, Syndromic	1	4	probable	x-linked dominant	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000185825	BCAP31	Xq28	8.6937e-01	4.3366e-01	2.0649e-01	6.5000e-01	3	9.7648e-01	0.249654933971275	0.222269496663697	6681	0.142	.	.	.	confirmed	hemizygous	loss of function	Brain/Cognition,Ear
.	.	.	ENSG00000114209	PDCD10	3q26.1	9.8573e-01	9.6197e-01	6.8497e-02	3.2500e-01	1	9.3731e-01	0.228209523479148	0.289960431584778	4561	0.108	.	.	.	both RD and IF	monoallelic	loss of function	Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000072803	FBXW11	5q35.1	9.9716e-01	9.7611e-01	1.4918e-01	3.1400e-01	1	9.5291e-01	0.117328149359878	0.256173007115227	5541	0.88	.	.	.	probable	monoallelic	all missense/in frame	Skeleton,Eye,Brain/Cognition
x	.	.	ENSG00000068438	FTSJ1	Xp11.23	9.6163e-01	9.9254e-01	0.0000e+00	2.0400e-01	0	9.2414e-01	0.199246300653146	0.22390245014835	6626	0.13	.	.	.	confirmed	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000111676	ATN1	12p13.31	9.9853e-01	9.9992e-01	7.4967e-02	1.9400e-01	0	9.0859e-01	0.13974858279587	0.463134880676274	2002	0.602	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000186468	RPS23	5q14.2	8.7858e-01	8.5944e-01	0.0000e+00	4.6500e-01	2	1.2152e+00	0.248522021747976	0.470766838093879	1932	0.004	.	.	.	probable	monoallelic	all missense/in frame	Face,Brain/Cognition,Ear
x	.	.	ENSG00000125835	SNRPB	20p13	6.9145e-01	7.0858e-01	1.5685e-01	4.9400e-01	2	1.0327e+00	0.057631876551138	0.198844315971421	7536	0.318	.	.	.	confirmed	monoallelic	loss of function	Face,Skeleton,Brain/Cognition
.	.	.	ENSG00000089289	IGBP1	Xq13.1	9.3383e-01	9.8274e-01	0.0000e+00	2.4200e-01	0	1.1629e+00	0.193767835595994	0.292559002636512	4506	0.102	.	.	.	possible	hemizygous	uncertain	Face,Brain/Cognition,Eye
