Curated	Known	Ascertainment	GeneID	HGNC	EntrezID	CytoBand	ExACpLI	LOEUFbin	Arisk	ForecASD	ASDdnSignif	ASDNDDdnSignif	SFARICategory	SFARIScore	DDDCategory	DDDAllelic	DDDMutCons	DDDOrgan	dnLoFCase	dnLoFMegaCase	dnDmisCase	dnLoFControl	dnDmisControl	pAllEnrichMeta	pMisCombMeta	pDenovoWESTMeta	Filter	Par	Trans	NonTrans	TransUnaff	NonTransUnaff	TDTStat	pTDT	AllCase	AllCaseRate	NRCase	NRCaseRate	NREuroCase	NREuroCaseRate	NRControl	NRControlRate	NREuroControl	NREuroControlRate	pPCC	FullCase	FullCaseInherit	FullCaseRate	UnrelCase	UnrelCaseInherit	UnrelCaseRate	gnomADexome	gnomADexomeRate	gnomADexomepCC	gnomADexomepTDTCC	gnomADexomepTDTCCdnWEST	gnomADexomepMegaCC	gnomADexomeNonNeuro	gnomADexomeNonNeuroRate	gnomADexomeNonNeuropCC	gnomADexomeNonNeuropTDTCC	gnomADexomeNonNeuropTDTCCdnWEST	gnomADexomeNonNeuropMegaCC	gnomADexomeNonNeuroEuro	gnomADexomeNonNeuroEuroRate	gnomADexomeNonNeuroEuropCC	gnomADexomeNonNeuroEuropTDTCC	gnomADexomeNonNeuroEuropTDTCCdnWEST	gnomADexomeNonNeuroEuropMegaCC	gnomADgenome	gnomADgenomeRate	gnomADgenomepCC	gnomADgenomepTDTCC	gnomADgenomepTDTCCdnWEST	gnomADgenomepMegaCC	gnomADgenomeNonNeuro	gnomADgenomeNonNeuroRate	gnomADgenomeNonNeuropCC	gnomADgenomeNonNeuropTDTCC	gnomADgenomeNonNeuropTDTCCdnWEST	gnomADgenomeNonNeuropMegaCC	gnomADgenomeNonNeuroEuro	gnomADgenomeNonNeuroEuroRate	gnomADgenomeNonNeuroEuropCC	gnomADgenomeNonNeuroEuropTDTCC	gnomADgenomeNonNeuroEuropTDTCCdnWEST	gnomADgenomeNonNeuroEuropMegaCC	TopMed	TopMedRate	TopMedpCC	TopMedpTDTCC	TopMedpTDTCCdnWEST	TopMedpMegaCC
.	.	TDT	ENSG00000170653	ATF7	11016	12q13.13	0.983314715299326	0	0.183430704393911	0.156	.	.	.	.	.	.	.	.	0	0	0	0	0	1.00	0.51	0.51	AllLoFpExt0.1	2	2	0	1	1	1.41421356237309	0.25	1	0.06	1	0.06	0	0.00	0	0.00	0	0.00	0.5280993	3	2	0.08	3	2	0.09	2	0.02	0.31	0.28	0.53	0.07	2	0.02	0.36	0.31	0.57	0.10	0	0.00	.	.	0.60	.	1	0.01	0.31	0.28	0.53	0.08	1	0.01	0.34	0.29	0.55	0.10	0	0.00	.	.	0.60	.	2	0.02	0.28	0.26	0.51	0.05
.	.	TDT	ENSG00000170653	ATF7	11016	12q13.13	0.983314715299326	0	0.183430704393911	0.156	.	.	.	.	.	.	.	.	0	0	0	0	0	1.00	0.51	0.51	RareLoFpExt0.1	2	2	0	1	1	1.41421356237309	0.25	1	0.06	1	0.06	0	0.00	0	0.00	0	0.00	0.5280993	3	2	0.08	3	2	0.09	2	0.02	0.31	0.28	0.53	0.07	2	0.02	0.36	0.31	0.57	0.10	0	0.00	.	.	0.60	.	1	0.01	0.31	0.28	0.53	0.08	1	0.01	0.34	0.29	0.55	0.10	0	0.00	.	.	0.60	.	2	0.02	0.28	0.26	0.51	0.05
.	.	TDT	ENSG00000170653	ATF7	11016	12q13.13	0.983314715299326	0	0.183430704393911	0.156	.	.	.	.	.	.	.	.	0	0	0	0	0	1.00	0.51	0.51	URLoFpExt0.1	2	2	0	1	1	1.41421356237309	0.25	1	0.06	1	0.06	0	0.00	0	0.00	0	0.00	0.5280993	3	2	0.08	3	2	0.09	2	0.02	0.31	0.28	0.53	0.07	2	0.02	0.36	0.31	0.57	0.10	0	0.00	.	.	0.60	.	1	0.01	0.31	0.28	0.53	0.08	1	0.01	0.34	0.29	0.55	0.10	0	0.00	.	.	0.60	.	2	0.02	0.28	0.26	0.51	0.05
.	x	TDT	ENSG00000105568	PPP2R1A	5518	19q13.41	0.719603752889923	1	0.646554444714193	0.286	.	.	.	.	confirmed	monoallelic	dominant negative	Brain/Cognition	0	0	1	0	0	0.19	0.12	0.12	AllLoFpExt0.1	2	2	0	0	0	1.41421356237309	0.25	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	.	2	2	0.06	2	2	0.06	8	0.06	1.00	0.60	0.41	0.65	4	0.04	1.00	0.60	0.41	0.44	4	0.09	1.00	0.60	0.41	.	0	0.00	.	.	0.19	0.08	0	0.00	.	.	0.19	0.09	0	0.00	.	.	0.19	.	1	0.01	1.00	0.60	0.41	0.09
.	x	TDT	ENSG00000105568	PPP2R1A	5518	19q13.41	0.719603752889923	1	0.646554444714193	0.286	.	.	.	.	confirmed	monoallelic	dominant negative	Brain/Cognition	0	0	1	0	0	0.19	0.12	0.12	RareLoFpExt0.1	2	2	0	0	0	1.41421356237309	0.25	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	.	2	2	0.06	2	2	0.06	8	0.06	1.00	0.60	0.41	0.65	4	0.04	1.00	0.60	0.41	0.44	4	0.09	1.00	0.60	0.41	.	0	0.00	.	.	0.19	0.08	0	0.00	.	.	0.19	0.09	0	0.00	.	.	0.19	.	1	0.01	1.00	0.60	0.41	0.09
.	x	TDT	ENSG00000105568	PPP2R1A	5518	19q13.41	0.719603752889923	1	0.646554444714193	0.286	.	.	.	.	confirmed	monoallelic	dominant negative	Brain/Cognition	0	0	1	0	0	0.19	0.12	0.12	URLoFpExt0.1	2	2	0	0	0	1.41421356237309	0.25	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	.	2	2	0.06	2	2	0.06	8	0.06	1.00	0.60	0.41	0.65	4	0.04	1.00	0.60	0.41	0.44	4	0.09	1.00	0.60	0.41	.	0	0.00	.	.	0.19	0.08	0	0.00	.	.	0.19	0.09	0	0.00	.	.	0.19	.	1	0.01	1.00	0.60	0.41	0.09
.	.	TDT	ENSG00000137817	PARP6	56965	15q23	0.997418877545242	0	0.427170160102464	0.25	.	.	.	.	.	.	.	.	0	0	0	0	0	.	.	.	AllLoFpExt0.1	2	2	0	1	0	1.41421356237309	0.25	2	0.11	0	0.00	0	0.00	0	0.00	0	0.00	.	4	2	0.11	2	2	0.06	4	0.03	1.00	0.60	.	0.36	4	0.04	1.00	0.60	.	0.44	2	0.04	1.00	0.60	.	.	4	0.05	1.00	0.60	.	0.57	4	0.06	1.00	0.60	.	0.62	1	0.03	1.00	0.60	.	.	5	0.04	1.00	0.60	.	0.40
.	.	TDT	ENSG00000137817	PARP6	56965	15q23	0.997418877545242	0	0.427170160102464	0.25	.	.	.	.	.	.	.	.	0	0	0	0	0	.	.	.	RareLoFpExt0.1	2	2	0	1	0	1.41421356237309	0.25	2	0.11	0	0.00	0	0.00	0	0.00	0	0.00	.	4	2	0.11	2	2	0.06	4	0.03	1.00	0.60	.	0.36	4	0.04	1.00	0.60	.	0.44	2	0.04	1.00	0.60	.	.	4	0.05	1.00	0.60	.	0.57	4	0.06	1.00	0.60	.	0.62	1	0.03	1.00	0.60	.	.	5	0.04	1.00	0.60	.	0.40
.	.	TDT	ENSG00000137817	PARP6	56965	15q23	0.997418877545242	0	0.427170160102464	0.25	.	.	.	.	.	.	.	.	0	0	0	0	0	.	.	.	URLoFpExt0.1	2	2	0	1	0	1.41421356237309	0.25	2	0.11	0	0.00	0	0.00	0	0.00	0	0.00	.	4	2	0.11	2	2	0.06	4	0.03	1.00	0.60	.	0.36	4	0.04	1.00	0.60	.	0.44	2	0.04	1.00	0.60	.	.	4	0.05	1.00	0.60	.	0.57	4	0.06	1.00	0.60	.	0.62	1	0.03	1.00	0.60	.	.	5	0.04	1.00	0.60	.	0.40
.	x	Denovo,TDT	ENSG00000120251	GRIA2	2891	4q32.1	0.99550949045347	0	0.861980401814572	0.94	.	x	Rare Single Gene Mutation	2	probable	monoallelic	loss of function		2	1	3	0	0	5.26E-04	0.04	5.26E-04	AllLoFpExt0.1	2	2	0	1	1	1.41421356237309	0.25	3	0.17	3	0.19	3	0.27	0	0.00	0	0.00	0.147281	6	2	0.17	6	2	0.19	7	0.06	0.09	0.11	9.15E-04	0.03	4	0.04	0.05	0.07	5.78E-04	0.01	1	0.02	0.03	0.04	3.18E-04	.	3	0.04	0.06	0.08	6.78E-04	0.02	3	0.04	0.08	0.10	8.41E-04	0.03	0	0.00	0.02	0.03	2.08E-04	.	0	0.00	1.12E-03	2.57E-03	2.06E-05	4.70E-05
.	x	Denovo,TDT	ENSG00000120251	GRIA2	2891	4q32.1	0.99550949045347	0	0.861980401814572	0.94	.	x	Rare Single Gene Mutation	2	probable	monoallelic	loss of function		2	1	3	0	0	5.26E-04	0.04	5.26E-04	RareLoFpExt0.1	2	2	0	1	1	1.41421356237309	0.25	3	0.17	3	0.19	3	0.27	0	0.00	0	0.00	0.147281	6	2	0.17	6	2	0.19	7	0.06	0.09	0.11	9.15E-04	0.03	4	0.04	0.05	0.07	5.78E-04	0.01	1	0.02	0.03	0.04	3.18E-04	.	3	0.04	0.06	0.08	6.78E-04	0.02	3	0.04	0.08	0.10	8.41E-04	0.03	0	0.00	0.02	0.03	2.08E-04	.	0	0.00	1.12E-03	2.57E-03	2.06E-05	4.70E-05
.	x	Denovo,TDT	ENSG00000120251	GRIA2	2891	4q32.1	0.99550949045347	0	0.861980401814572	0.94	.	x	Rare Single Gene Mutation	2	probable	monoallelic	loss of function		2	1	3	0	0	5.26E-04	0.04	5.26E-04	URLoFpExt0.1	2	2	0	1	1	1.41421356237309	0.25	3	0.17	3	0.19	3	0.27	0	0.00	0	0.00	0.147281	6	2	0.17	6	2	0.19	7	0.06	0.09	0.11	9.15E-04	0.03	4	0.04	0.05	0.07	5.78E-04	0.01	1	0.02	0.03	0.04	3.18E-04	.	3	0.04	0.06	0.08	6.78E-04	0.02	3	0.04	0.08	0.10	8.41E-04	0.03	0	0.00	0.02	0.03	2.08E-04	.	0	0.00	1.12E-03	2.57E-03	2.06E-05	4.70E-05
.	.	TDT	ENSG00000147421	HMBOX1	79618	8p12-p21.1	0.997096381434551	0	0.215349911862775	0.194	.	.	.	.	.	.	.	.	0	0	0	0	0	1.00	1.00	1.00	AllLoFpExt0.1	2	2	0	1	0	1.41421356237309	0.25	1	0.06	1	0.06	1	0.09	0	0.00	0	0.00	0.5280993	3	2	0.08	3	2	0.09	5	0.04	0.49	0.38	0.65	0.19	3	0.03	0.42	0.34	0.61	0.14	1	0.02	0.34	0.30	0.56	.	4	0.05	0.59	0.43	0.70	0.31	4	0.06	0.63	0.45	0.72	0.37	3	0.09	0.67	0.47	0.73	.	6	0.05	0.52	0.40	0.67	0.22
.	.	TDT	ENSG00000147421	HMBOX1	79618	8p12-p21.1	0.997096381434551	0	0.215349911862775	0.194	.	.	.	.	.	.	.	.	0	0	0	0	0	1.00	1.00	1.00	RareLoFpExt0.1	2	2	0	1	0	1.41421356237309	0.25	1	0.06	1	0.06	1	0.09	0	0.00	0	0.00	0.5280993	3	2	0.08	3	2	0.09	5	0.04	0.49	0.38	0.65	0.19	3	0.03	0.42	0.34	0.61	0.14	1	0.02	0.34	0.30	0.56	.	4	0.05	0.59	0.43	0.70	0.31	4	0.06	0.63	0.45	0.72	0.37	3	0.09	0.67	0.47	0.73	.	6	0.05	0.52	0.40	0.67	0.22
.	.	TDT	ENSG00000147421	HMBOX1	79618	8p12-p21.1	0.997096381434551	0	0.215349911862775	0.194	.	.	.	.	.	.	.	.	0	0	0	0	0	1.00	1.00	1.00	URLoFpExt0.1	2	2	0	1	0	1.41421356237309	0.25	1	0.06	1	0.06	1	0.09	0	0.00	0	0.00	0.5280993	3	2	0.08	3	2	0.09	5	0.04	0.49	0.38	0.65	0.19	3	0.03	0.42	0.34	0.61	0.14	1	0.02	0.34	0.30	0.56	.	4	0.05	0.59	0.43	0.70	0.31	4	0.06	0.63	0.45	0.72	0.37	3	0.09	0.67	0.47	0.73	.	6	0.05	0.52	0.40	0.67	0.22
.	.	TDT	ENSG00000031823	RANBP3	8498	19p13.3	0.999905044102182	0	0.242626500146543	0.558	.	.	.	.	.	.	.	.	0	0	0	0	0	1.00	1.00	1.00	AllLoFpExt0.1	2	2	0	1	0	1.41421356237309	0.25	1	0.06	1	0.06	1	0.09	0	0.00	0	0.00	0.5280993	3	3	0.08	3	3	0.09	1	0.01	0.22	0.21	0.44	0.03	1	0.01	0.25	0.24	0.48	0.05	1	0.02	0.36	0.31	0.57	.	2	0.03	0.43	0.35	0.62	0.16	2	0.03	0.47	0.37	0.64	0.19	0	0.00	0.26	0.24	0.48	.	6	0.05	0.54	0.41	0.68	0.25
.	.	TDT	ENSG00000031823	RANBP3	8498	19p13.3	0.999905044102182	0	0.242626500146543	0.558	.	.	.	.	.	.	.	.	0	0	0	0	0	1.00	1.00	1.00	RareLoFpExt0.1	2	2	0	1	0	1.41421356237309	0.25	1	0.06	1	0.06	1	0.09	0	0.00	0	0.00	0.5280993	3	3	0.08	3	3	0.09	1	0.01	0.22	0.21	0.44	0.03	1	0.01	0.25	0.24	0.48	0.05	1	0.02	0.36	0.31	0.57	.	2	0.03	0.43	0.35	0.62	0.16	2	0.03	0.47	0.37	0.64	0.19	0	0.00	0.26	0.24	0.48	.	6	0.05	0.54	0.41	0.68	0.25
.	.	TDT	ENSG00000031823	RANBP3	8498	19p13.3	0.999905044102182	0	0.242626500146543	0.558	.	.	.	.	.	.	.	.	0	0	0	0	0	1.00	1.00	1.00	URLoFpExt0.1	2	2	0	1	0	1.41421356237309	0.25	1	0.06	1	0.06	1	0.09	0	0.00	0	0.00	0.5280993	3	3	0.08	3	3	0.09	1	0.01	0.22	0.21	0.44	0.03	1	0.01	0.25	0.24	0.48	0.05	3	0.07	0.59	0.43	0.70	.	2	0.03	0.43	0.35	0.62	0.16	2	0.03	0.47	0.37	0.64	0.19	0	0.00	0.26	0.24	0.48	.	6	0.05	0.54	0.41	0.68	0.25
.	.	Denovo	ENSG00000214753	HNRNPUL2	221092	11q12.3	0.999925394683505	0	0.286124713416332	0.222	.	.	.	.	.	.	.	.	3	3	0	0	1	1.79E-03	1.00	1.79E-03	AllLoFpExt0.1	2	2	0	0	1	1.41421356237309	0.25	12	0.68	10	0.63	9	0.82	0	0.00	0	0.00	0.001687158	17	2	0.48	13	2	0.41	5	0.04	1.46E-06	5.79E-06	1.61E-07	9.31E-06	4	0.04	2.58E-06	9.83E-06	2.69E-07	1.79E-05	3	0.07	1.26E-04	3.57E-04	8.83E-06	.	7	0.09	1.35E-04	3.82E-04	9.44E-06	1.12E-03	5	0.07	7.19E-05	2.14E-04	5.37E-06	5.90E-04	3	0.09	4.85E-04	1.22E-03	2.91E-05	.	6	0.05	8.19E-07	3.36E-06	9.48E-08	4.70E-06
.	.	Denovo	ENSG00000214753	HNRNPUL2	221092	11q12.3	0.999925394683505	0	0.286124713416332	0.222	.	.	.	.	.	.	.	.	3	3	0	0	1	1.79E-03	1.00	1.79E-03	RareLoFpExt0.1	2	2	0	0	1	1.41421356237309	0.25	12	0.68	10	0.63	9	0.82	0	0.00	0	0.00	0.001687158	17	2	0.48	13	2	0.41	5	0.04	1.46E-06	5.79E-06	1.61E-07	9.31E-06	4	0.04	2.58E-06	9.83E-06	2.69E-07	1.79E-05	3	0.07	1.26E-04	3.57E-04	8.83E-06	.	7	0.09	1.35E-04	3.82E-04	9.44E-06	1.12E-03	5	0.07	7.19E-05	2.14E-04	5.37E-06	5.90E-04	3	0.09	4.85E-04	1.22E-03	2.91E-05	.	6	0.05	8.19E-07	3.36E-06	9.48E-08	4.70E-06
.	.	Denovo	ENSG00000214753	HNRNPUL2	221092	11q12.3	0.999925394683505	0	0.286124713416332	0.222	.	.	.	.	.	.	.	.	3	3	0	0	1	1.79E-03	1.00	1.79E-03	URLoFpExt0.1	2	2	0	0	1	1.41421356237309	0.25	12	0.68	10	0.63	9	0.82	0	0.00	0	0.00	0.001687158	17	2	0.48	13	2	0.41	5	0.04	1.46E-06	5.79E-06	1.61E-07	9.31E-06	4	0.04	2.58E-06	9.83E-06	2.69E-07	1.79E-05	3	0.07	1.26E-04	3.57E-04	8.83E-06	.	7	0.09	1.35E-04	3.82E-04	9.44E-06	1.12E-03	5	0.07	7.19E-05	2.14E-04	5.37E-06	5.90E-04	3	0.09	4.85E-04	1.22E-03	2.91E-05	.	6	0.05	8.19E-07	3.36E-06	9.48E-08	4.70E-06
.	.	TDT	ENSG00000124507	PACSIN1	29993	6p21.31	0.991339222233708	0	0.151195576392993	0.26	.	.	.	.	.	.	.	.	0	0	0	0	0	.	.	.	AllLoFpExt0.1	2	2	0	1	0	1.41421356237309	0.25	1	0.06	1	0.06	1	0.09	0	0.00	0	0.00	0.5280993	3	2	0.08	3	2	0.09	3	0.02	0.41	0.34	.	0.13	3	0.03	0.47	0.37	.	0.18	0	0.00	0.22	0.21	.	.	6	0.08	0.73	0.49	.	0.53	5	0.07	0.72	0.49	.	0.50	4	0.13	0.77	0.51	.	.	4	0.03	0.43	0.35	.	0.14
.	.	TDT	ENSG00000124507	PACSIN1	29993	6p21.31	0.991339222233708	0	0.151195576392993	0.26	.	.	.	.	.	.	.	.	0	0	0	0	0	.	.	.	RareLoFpExt0.1	2	2	0	1	0	1.41421356237309	0.25	1	0.06	1	0.06	1	0.09	0	0.00	0	0.00	0.5280993	3	2	0.08	3	2	0.09	3	0.02	0.41	0.34	.	0.13	3	0.03	0.47	0.37	.	0.18	0	0.00	0.22	0.21	.	.	6	0.08	0.73	0.49	.	0.53	5	0.07	0.72	0.49	.	0.50	4	0.13	0.77	0.51	.	.	4	0.03	0.43	0.35	.	0.14
.	.	TDT	ENSG00000124507	PACSIN1	29993	6p21.31	0.991339222233708	0	0.151195576392993	0.26	.	.	.	.	.	.	.	.	0	0	0	0	0	.	.	.	URLoFpExt0.1	2	2	0	1	0	1.41421356237309	0.25	1	0.06	1	0.06	1	0.09	0	0.00	0	0.00	0.5280993	3	2	0.08	3	2	0.09	3	0.02	0.41	0.34	.	0.13	3	0.03	0.47	0.37	.	0.18	0	0.00	0.22	0.21	.	.	6	0.08	0.73	0.49	.	0.53	5	0.07	0.72	0.49	.	0.50	4	0.13	0.77	0.51	.	.	4	0.03	0.43	0.35	.	0.14
.	.	TDT	ENSG00000160094	ZNF362	149076	1p35.1	0.928285965252321	1	0.454156504941663	0.336	.	.	.	.	.	.	.	.	1	0	0	0	0	0.04	0.53	0.04	AllLoFpExt0.1	2	2	0	0	0	1.41421356237309	0.25	1	0.06	1	0.06	1	0.09	0	0.00	0	0.00	0.5280993	3	2	0.08	3	2	0.09	3	0.02	0.41	0.34	0.09	0.13	1	0.01	0.27	0.25	0.07	0.06	0	0.00	0.22	0.21	0.06	.	5	0.07	0.68	0.47	0.13	0.44	5	0.07	0.72	0.49	0.13	0.50	1	0.03	0.45	0.36	0.09	.	3	0.02	0.36	0.31	0.08	0.09
.	.	TDT	ENSG00000160094	ZNF362	149076	1p35.1	0.928285965252321	1	0.454156504941663	0.336	.	.	.	.	.	.	.	.	1	0	0	0	0	0.04	0.53	0.04	RareLoFpExt0.1	2	2	0	0	0	1.41421356237309	0.25	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	.	2	2	0.06	2	2	0.06	3	0.02	1.00	0.60	0.16	0.31	1	0.01	1.00	0.60	0.16	0.17	0	0.00	.	.	0.06	.	5	0.07	1.00	0.60	0.16	0.66	5	0.07	1.00	0.60	0.16	0.71	1	0.03	1.00	0.60	0.16	.	3	0.02	1.00	0.60	0.16	0.25
.	.	TDT	ENSG00000160094	ZNF362	149076	1p35.1	0.928285965252321	1	0.454156504941663	0.336	.	.	.	.	.	.	.	.	1	0	0	0	0	0.04	0.53	0.04	URLoFpExt0.1	2	2	0	0	0	1.41421356237309	0.25	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	.	2	2	0.06	2	2	0.06	3	0.02	1.00	0.60	0.16	0.31	1	0.01	1.00	0.60	0.16	0.17	0	0.00	.	.	0.06	.	5	0.07	1.00	0.60	0.16	0.66	5	0.07	1.00	0.60	0.16	0.71	1	0.03	1.00	0.60	0.16	.	3	0.02	1.00	0.60	0.16	0.25
.	.	Denovo	ENSG00000142235	LMTK3	114783	19q13.33	.	0	0.199303548356592	0.54	.	.	.	.	.	.	.	.	3	2	3	0	0	2.69E-05	8.09E-03	2.69E-05	AllLoFpExt0.1	2	2	0	0	1	1.41421356237309	0.25	7	0.40	7	0.44	5	0.45	0	0.00	0	0.00	0.01145537	12	2	0.34	12	2	0.37	16	0.13	0.18	0.18	1.29E-04	0.23	13	0.12	0.18	0.18	1.29E-04	0.23	7	0.16	0.38	0.32	2.46E-04	.	26	0.34	0.34	0.30	2.26E-04	0.46	23	0.34	0.35	0.30	2.28E-04	0.47	17	0.53	0.71	0.48	4.20E-04	.	9	0.07	7.89E-04	1.88E-03	1.07E-06	1.61E-04
.	.	Denovo	ENSG00000142235	LMTK3	114783	19q13.33	.	0	0.199303548356592	0.54	.	.	.	.	.	.	.	.	3	2	3	0	0	2.69E-05	8.09E-03	2.69E-05	RareLoFpExt0.1	1	1	0	0	0	1	0.50	7	0.40	7	0.44	5	0.45	0	0.00	0	0.00	0.01145537	11	1	0.31	11	1	0.34	8	0.06	0.02	0.06	3.66E-05	0.03	6	0.06	0.02	0.05	3.32E-05	0.03	5	0.11	0.22	0.35	2.80E-04	.	26	0.34	0.34	0.47	4.09E-04	0.56	23	0.34	0.35	0.48	4.13E-04	0.57	17	0.53	0.71	0.72	7.55E-04	.	9	0.07	7.89E-04	3.49E-03	1.99E-06	4.75E-04
.	.	Denovo	ENSG00000142235	LMTK3	114783	19q13.33	.	0	0.199303548356592	0.54	.	.	.	.	.	.	.	.	3	2	3	0	0	2.69E-05	8.09E-03	2.69E-05	URLoFpExt0.1	1	1	0	0	0	1	0.50	6	0.34	6	0.38	5	0.45	0	0.00	0	0.00	0.02169169	10	1	0.28	10	1	0.31	6	0.05	0.02	0.06	3.85E-05	0.02	4	0.04	0.02	0.05	2.82E-05	0.01	3	0.07	0.09	0.19	1.32E-04	.	8	0.11	0.02	0.06	3.94E-05	0.02	5	0.07	9.31E-03	0.03	1.79E-05	6.77E-03	3	0.09	0.03	0.08	5.19E-05	.	9	0.07	3.27E-03	0.01	7.11E-06	1.36E-03
.	.	TDT	ENSG00000170485	NPAS2	4862	2q11.2	0.990888561613575	0	0.085928362379416	0.672	.	.	Genetic Association	3	.	.	.	.	0	0	0	0	0	1.00	1.00	1.00	AllLoFpExt0.1	2	2	0	1	0	1.41421356237309	0.25	2	0.11	2	0.13	2	0.18	0	0.00	0	0.00	0.2788888	4	2	0.11	4	2	0.12	4	0.03	0.13	0.15	0.34	0.06	4	0.04	0.18	0.18	0.40	0.09	2	0.04	0.17	0.18	0.39	.	2	0.03	0.14	0.15	0.35	0.07	2	0.03	0.16	0.17	0.38	0.09	0	0.00	0.07	0.08	0.22	.	4	0.03	0.13	0.14	0.33	0.05
.	.	TDT	ENSG00000170485	NPAS2	4862	2q11.2	0.990888561613575	0	0.085928362379416	0.672	.	.	Genetic Association	3	.	.	.	.	0	0	0	0	0	1.00	1.00	1.00	RareLoFpExt0.1	2	2	0	1	0	1.41421356237309	0.25	2	0.11	2	0.13	2	0.18	0	0.00	0	0.00	0.2788888	4	2	0.11	4	2	0.12	4	0.03	0.13	0.15	0.34	0.06	4	0.04	0.18	0.18	0.40	0.09	2	0.04	0.17	0.18	0.39	.	2	0.03	0.14	0.15	0.35	0.07	2	0.03	0.16	0.17	0.38	0.09	0	0.00	0.07	0.08	0.22	.	4	0.03	0.13	0.14	0.33	0.05
.	.	TDT	ENSG00000170485	NPAS2	4862	2q11.2	0.990888561613575	0	0.085928362379416	0.672	.	.	Genetic Association	3	.	.	.	.	0	0	0	0	0	1.00	1.00	1.00	URLoFpExt0.1	2	2	0	1	0	1.41421356237309	0.25	2	0.11	2	0.13	2	0.18	0	0.00	0	0.00	0.2788888	4	2	0.11	4	2	0.12	4	0.03	0.13	0.15	0.34	0.06	4	0.04	0.18	0.18	0.40	0.09	2	0.04	0.17	0.18	0.39	.	2	0.03	0.14	0.15	0.35	0.07	2	0.03	0.16	0.17	0.38	0.09	0	0.00	0.07	0.08	0.22	.	4	0.03	0.13	0.14	0.33	0.05
.	.	TDT	ENSG00000165219	GAPVD1	26130	9q33.3	0.999999871594819	0	0.326988320655207	0.684	.	.	.	.	.	.	.	.	1	1	2	0	0	0.02	0.05	0.02	AllLoFpExt0.1	2	2	0	0	1	1.41421356237309	0.25	2	0.11	2	0.13	2	0.18	0	0.00	0	0.00	0.2788888	5	2	0.14	5	2	0.16	34	0.27	0.92	0.57	0.10	0.92	27	0.26	0.91	0.56	0.10	0.90	7	0.16	0.56	0.41	0.07	.	10	0.13	0.62	0.45	0.07	0.45	8	0.12	0.58	0.42	0.07	0.39	2	0.06	0.26	0.25	0.04	.	11	0.08	0.40	0.33	0.05	0.17
.	.	TDT	ENSG00000165219	GAPVD1	26130	9q33.3	0.999999871594819	0	0.326988320655207	0.684	.	.	.	.	.	.	.	.	1	1	2	0	0	0.02	0.05	0.02	RareLoFpExt0.1	2	2	0	0	1	1.41421356237309	0.25	2	0.11	2	0.13	2	0.18	0	0.00	0	0.00	0.2788888	5	2	0.14	5	2	0.16	3	0.02	0.10	0.12	0.02	0.01	2	0.02	0.09	0.11	0.02	9.83E-03	0	0.00	0.04	0.05	8.99E-03	.	10	0.13	0.62	0.45	0.07	0.45	8	0.12	0.58	0.42	0.07	0.39	2	0.06	0.26	0.25	0.04	.	11	0.08	0.40	0.33	0.05	0.17
.	.	TDT	ENSG00000165219	GAPVD1	26130	9q33.3	0.999999871594819	0	0.326988320655207	0.684	.	.	.	.	.	.	.	.	1	1	2	0	0	0.02	0.05	0.02	URLoFpExt0.1	2	2	0	0	1	1.41421356237309	0.25	2	0.11	2	0.13	2	0.18	0	0.00	0	0.00	0.2788888	5	2	0.14	5	2	0.16	3	0.02	0.10	0.12	0.02	0.01	2	0.02	0.09	0.11	0.02	9.83E-03	1	0.02	0.10	0.12	0.02	.	10	0.13	0.62	0.45	0.07	0.45	8	0.12	0.58	0.42	0.07	0.39	2	0.06	0.26	0.25	0.04	.	11	0.08	0.40	0.33	0.05	0.17
.	.	TDT	ENSG00000140350	ANP32A	8125	15q23	0.973870035856712	0	0.543242376090147	0.528	.	.	.	.	.	.	.	.	2	1	0	0	0	2.83E-03	1.00	2.83E-03	AllLoFpExt0.1	2	2	0	0	0	1.41421356237309	0.25	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	.	3	2	0.08	3	2	0.09	1	0.01	1.00	0.60	0.02	0.03	0	0.00	.	.	5.84E-03	0.01	0	0.00	.	.	5.84E-03	.	1	0.01	1.00	0.60	0.02	0.08	1	0.01	1.00	0.60	0.02	0.10	1	0.03	1.00	0.60	0.02	.	6	0.05	1.00	0.60	0.02	0.25
.	.	TDT	ENSG00000140350	ANP32A	8125	15q23	0.973870035856712	0	0.543242376090147	0.528	.	.	.	.	.	.	.	.	2	1	0	0	0	2.83E-03	1.00	2.83E-03	RareLoFpExt0.1	2	2	0	0	0	1.41421356237309	0.25	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	.	3	2	0.08	3	2	0.09	1	0.01	1.00	0.60	0.02	0.03	0	0.00	.	.	5.84E-03	0.01	0	0.00	.	.	5.84E-03	.	1	0.01	1.00	0.60	0.02	0.08	1	0.01	1.00	0.60	0.02	0.10	1	0.03	1.00	0.60	0.02	.	6	0.05	1.00	0.60	0.02	0.25
